Date,Open,High,Low,Close,Adj Close,Volume
09-11-2020,12399.40039,12474.04981,12367.34961,12461.04981,12461.04981,553400
10-11-2020,12556.40039,12643.90039,12475.25,12631.09961,12631.09961,847500
11-11-2020,12680.59961,12769.75,12571.09961,12749.15039,12749.15039,880500
12-11-2020,12702.15039,12741.15039,12624.84961,12690.79981,12690.79981,622000
13-11-2020,12659.7002,12735.9502,12607.7002,12719.9502,12719.9502,513900
14-11-2020,null,null,null,null,null,null
17-11-2020,12932.5,12934.04981,12797.09961,12874.2002,12874.2002,707700
18-11-2020,12860.09961,12948.84961,12819.34961,12938.25,12938.25,731300
19-11-2020,12839.5,12963,12745.75,12771.7002,12771.7002,768800
20-11-2020,12813.40039,12892.4502,12730.25,12859.04981,12859.04981,664000
23-11-2020,12960.29981,12968.84961,12825.7002,12926.4502,12926.4502,633100
24-11-2020,13002.59961,13079.09961,12978,13055.15039,13055.15039,571900
25-11-2020,13130,13145.84961,12833.65039,12858.40039,12858.40039,679000
26-11-2020,12906.4502,13018,12790.40039,12987,12987,549800
27-11-2020,13012.04981,13035.29981,12914.29981,12968.9502,12968.9502,1162400
01-12-2020,13062.2002,13128.40039,12962.79981,13109.04981,13109.04981,583600
02-12-2020,13121.40039,13128.5,12983.54981,13113.75,13113.75,717700
03-12-2020,13215.29981,13216.59961,13107.90039,13133.90039,13133.90039,713700
04-12-2020,13177.40039,13280.04981,13152.84961,13258.54981,13258.54981,640500
07-12-2020,13264.84961,13366.65039,13241.9502,13355.75,13355.75,591700
08-12-2020,13393.84961,13435.4502,13311.04981,13392.9502,13392.9502,543200
09-12-2020,13458.09961,13548.90039,13449.59961,13529.09961,13529.09961,502600
10-12-2020,13488.5,13503.54981,13399.29981,13478.29981,13478.29981,553400
11-12-2020,13512.29981,13579.34961,13402.84961,13513.84961,13513.84961,787700
14-12-2020,13571.4502,13597.5,13472.4502,13558.15039,13558.15039,558400
15-12-2020,13547.2002,13589.65039,13447.04981,13567.84961,13567.84961,497600
16-12-2020,13663.09961,13692.34961,13606.4502,13682.7002,13682.7002,462200
17-12-2020,13713.54981,13773.25,13673.54981,13740.7002,13740.7002,416000
18-12-2020,13764.40039,13772.84961,13658.59961,13760.54981,13760.54981,519400
21-12-2020,13741.90039,13777.5,13131.4502,13328.40039,13328.40039,687300
22-12-2020,13373.65039,13492.04981,13192.90039,13466.29981,13466.29981,696200
23-12-2020,13473.5,13619.4502,13432.2002,13601.09961,13601.09961,458700
24-12-2020,13672.15039,13771.75,13626.90039,13749.25,13749.25,471400
28-12-2020,13815.15039,13885.29981,13811.54981,13873.2002,13873.2002,403600
29-12-2020,13910.34961,13967.59961,13859.90039,13932.59961,13932.59961,439600
30-12-2020,13980.90039,13997,13864.9502,13981.9502,13981.9502,380700
31-12-2020,13970,14024.84961,13936.4502,13981.75,13981.75,452400
01-01-2021,13996.09961,14049.84961,13991.34961,14018.5,14018.5,358100
04-01-2021,14104.34961,14147.9502,13953.75,14132.90039,14132.90039,495000
05-01-2021,14075.15039,14215.59961,14048.15039,14199.5,14199.5,492500
06-01-2021,14240.9502,14244.15039,14039.90039,14146.25,14146.25,632300
07-01-2021,14253.75,14256.25,14123.09961,14137.34961,14137.34961,559200
08-01-2021,14258.40039,14367.29981,14221.65039,14347.25,14347.25,613500
11-01-2021,14474.04981,14498.2002,14383.09961,14484.75,14484.75,672900
12-01-2021,14473.79981,14590.65039,14432.84961,14563.4502,14563.4502,929600
13-01-2021,14639.79981,14653.34961,14435.7002,14564.84961,14564.84961,874000
14-01-2021,14550.04981,14617.79981,14471.5,14595.59961,14595.59961,620200
15-01-2021,14594.34961,14617.4502,14357.84961,14433.7002,14433.7002,789600
18-01-2021,14453.29981,14459.15039,14222.79981,14281.29981,14281.29981,762000
19-01-2021,14371.65039,14546.04981,14350.84961,14521.15039,14521.15039,546100
20-01-2021,14538.29981,14666.4502,14517.54981,14644.7002,14644.7002,623100
21-01-2021,14730.9502,14753.54981,14517.25,14590.34961,14590.34961,704600
22-01-2021,14583.40039,14619.90039,14357.75,14371.90039,14371.90039,776800
25-01-2021,14477.79981,14491.09961,14218.59961,14238.90039,14238.90039,618600
27-01-2021,14237.9502,14237.9502,13929.29981,13967.5,13967.5,660700
28-01-2021,13810.40039,13898.25,13713.25,13817.54981,13817.54981,637900
29-01-2021,13946.59961,13966.84961,13596.75,13634.59961,13634.59961,753200
01-02-2021,13758.59961,14336.34961,13661.75,14281.2002,14281.2002,870500
02-02-2021,14481.09961,14731.7002,14469.15039,14647.84961,14647.84961,915000
03-02-2021,14754.90039,14868.84961,14574.15039,14789.9502,14789.9502,869500
04-02-2021,14789.04981,14913.7002,14714.75,14895.65039,14895.65039,884700
05-02-2021,14952.59961,15014.65039,14864.75,14924.25,14924.25,935600
08-02-2021,15064.29981,15159.90039,15041.04981,15115.79981,15115.79981,671200
09-02-2021,15164.15039,15257.09961,15064.29981,15109.29981,15109.29981,713300
10-02-2021,15119.04981,15168.25,14977.2002,15106.5,15106.5,624800
11-02-2021,15073.25,15188.5,15065.40039,15173.29981,15173.29981,500100
12-02-2021,15186.2002,15243.5,15081,15163.29981,15163.29981,571800
15-02-2021,15270.29981,15340.15039,15243.40039,15314.7002,15314.7002,456000
16-02-2021,15371.4502,15431.75,15242.2002,15313.4502,15313.4502,648500
17-02-2021,15279.90039,15314.29981,15170.75,15208.90039,15208.90039,504800
18-02-2021,15238.7002,15250.75,15078.04981,15118.9502,15118.9502,770600
19-02-2021,15074.79981,15144.04981,14898.2002,14981.75,14981.75,712200
22-02-2021,14999.04981,15010.09961,14635.04981,14675.7002,14675.7002,609900
23-02-2021,14782.25,14854.5,14651.84961,14707.79981,14707.79981,744100
24-02-2021,14729.15039,15008.79981,14504.5,14982,14982,403800
25-02-2021,15079.84961,15176.5,15065.34961,15097.34961,15097.34961,803900
26-02-2021,14888.59961,14919.4502,14467.75,14529.15039,14529.15039,1103600
01-03-2021,14702.5,14806.79981,14638.54981,14761.54981,14761.54981,507300
02-03-2021,14865.29981,14959.09961,14760.79981,14919.09961,14919.09961,621700
03-03-2021,15064.40039,15273.15039,14995.79981,15245.59961,15245.59961,544200
04-03-2021,15026.75,15202.34961,14980.2002,15080.75,15080.75,534900
05-03-2021,14977.9502,15092.34961,14862.09961,14938.09961,14938.09961,640700
08-03-2021,15002.4502,15111.15039,14919.90039,14956.2002,14956.2002,0
09-03-2021,15049.90039,15126.84961,14925.4502,15098.40039,15098.40039,675300
10-03-2021,15202.15039,15218.4502,15100.84961,15174.79981,15174.79981,404600
12-03-2021,15321.15039,15336.29981,14953.59961,15030.9502,15030.9502,493200
15-03-2021,15048.40039,15048.40039,14745.84961,14929.5,14929.5,467500
16-03-2021,14996.09961,15051.59961,14890.65039,14910.4502,14910.4502,100
17-03-2021,14946.54981,14956.54981,14696.04981,14721.29981,14721.29981,100
18-03-2021,14855.5,14875.2002,14478.59961,14557.84961,14557.84961,542200
19-03-2021,14471.15039,14788.25,14350.09961,14744,14744,919200
22-03-2021,14736.29981,14763.90039,14597.84961,14736.40039,14736.40039,459000
23-03-2021,14768.54981,14878.59961,14707,14814.75,14814.75,474200
24-03-2021,14712.4502,14752.34961,14535,14549.40039,14549.40039,456400
25-03-2021,14570.90039,14575.59961,14264.40039,14324.90039,14324.90039,606800
26-03-2021,14506.29981,14572.90039,14414.25,14507.29981,14507.29981,481000
30-03-2021,14628.5,14876.29981,14617.59961,14845.09961,14845.09961,594500
31-03-2021,14811.84961,14813.75,14670.25,14690.7002,14690.7002,463900
01-04-2021,14798.40039,14883.2002,14692.4502,14867.34961,14867.34961,445000
05-04-2021,14837.7002,14849.84961,14459.5,14637.79981,14637.79981,509700
06-04-2021,14737,14779.09961,14573.90039,14683.5,14683.5,475300
07-04-2021,14716.4502,14879.79981,14649.84961,14819.04981,14819.04981,0
08-04-2021,14875.65039,14984.15039,14821.09961,14873.79981,14873.79981,514800
09-04-2021,14882.65039,14918.4502,14785.65039,14834.84961,14834.84961,504100
12-04-2021,14644.65039,14652.5,14248.7002,14310.79981,14310.79981,650200
13-04-2021,14364.90039,14528.90039,14274.90039,14504.79981,14504.79981,605100
15-04-2021,14522.40039,14597.54981,14353.2002,14581.4502,14581.4502,568000
16-04-2021,14599.59961,14697.7002,14559,14617.84961,14617.84961,577200
19-04-2021,14306.59961,14382.29981,14191.40039,14359.4502,14359.4502,512300
20-04-2021,14526.7002,14526.9502,14207.29981,14296.40039,14296.40039,467400
22-04-2021,14219.15039,14424.75,14151.40039,14406.15039,14406.15039,524600
23-04-2021,14326.34961,14461.15039,14273.29981,14341.34961,14341.34961,498100
26-04-2021,14449.4502,14557.5,14421.29981,14485,14485,452700
27-04-2021,14493.79981,14667.54981,14484.84961,14653.04981,14653.04981,451800
28-04-2021,14710.5,14890.25,14694.9502,14864.54981,14864.54981,457000
29-04-2021,14979,15044.34961,14814.4502,14894.90039,14894.90039,517500
30-04-2021,14747.34961,14855.4502,14601.7002,14631.09961,14631.09961,613900
03-05-2021,14481.04981,14673.84961,14416.25,14634.15039,14634.15039,448900
04-05-2021,14687.25,14723.40039,14461.5,14496.5,14496.5,503400
05-05-2021,14604.15039,14637.90039,14506.59961,14617.84961,14617.84961,455900
06-05-2021,14668.34961,14743.90039,14611.5,14724.79981,14724.79981,467800
07-05-2021,14816.84961,14863.04981,14765.5,14823.15039,14823.15039,488000
10-05-2021,14928.25,14966.90039,14892.5,14942.34961,14942.34961,522000
11-05-2021,14789.7002,14900,14771.40039,14850.75,14850.75,647400
12-05-2021,14823.54981,14824.04981,14649.7002,14696.5,14696.5,643800
14-05-2021,14749.40039,14749.65039,14591.90039,14677.79981,14677.79981,620700
17-05-2021,14756.25,14938,14725.34961,14923.15039,14923.15039,546400
18-05-2021,15067.2002,15137.25,15043.7002,15108.09961,15108.09961,583900
19-05-2021,15058.59961,15133.40039,15008.84961,15030.15039,15030.15039,569100
20-05-2021,15042.59961,15069.79981,14884.90039,14906.04981,14906.04981,480300
21-05-2021,14987.79981,15190,14985.84961,15175.29981,15175.29981,572900
24-05-2021,15211.34961,15256.25,15145.4502,15197.7002,15197.7002,579800
25-05-2021,15291.75,15293.84961,15163.40039,15208.4502,15208.4502,441500
26-05-2021,15257.04981,15319.90039,15194.9502,15301.4502,15301.4502,384000
27-05-2021,15323.9502,15384.54981,15272.5,15337.84961,15337.84961,0
28-05-2021,15421.2002,15469.65039,15394.75,15435.65039,15435.65039,468100
31-05-2021,15437.75,15606.34961,15374,15582.79981,15582.79981,436000
01-06-2021,15629.65039,15660.75,15528.29981,15574.84961,15574.84961,409600
02-06-2021,15520.34961,15597.4502,15459.84961,15576.2002,15576.2002,428600
03-06-2021,15655.54981,15705.09961,15611,15690.34961,15690.34961,410200
04-06-2021,15712.5,15733.59961,15622.34961,15670.25,15670.25,414200
07-06-2021,15725.09961,15773.4502,15678.09961,15751.65039,15751.65039,394000
08-06-2021,15773.90039,15778.79981,15680,15740.09961,15740.09961,378200
09-06-2021,15766.29981,15800.4502,15566.90039,15635.34961,15635.34961,457900
10-06-2021,15692.09961,15751.25,15648.5,15737.75,15737.75,298300
11-06-2021,15796.4502,15835.54981,15749.79981,15799.34961,15799.34961,363000
14-06-2021,15791.40039,15823.04981,15606.5,15811.84961,15811.84961,392900
15-06-2021,15866.9502,15901.59961,15842.40039,15869.25,15869.25,323300
16-06-2021,15847.5,15880.84961,15742.59961,15767.54981,15767.54981,340200
17-06-2021,15648.29981,15769.34961,15616.75,15691.40039,15691.40039,357600
18-06-2021,15756.5,15761.5,15450.90039,15683.34961,15683.34961,640800
21-06-2021,15525.84961,15765.15039,15505.65039,15746.5,15746.5,351500
22-06-2021,15840.5,15895.75,15752.09961,15772.75,15772.75,322200
23-06-2021,15862.79981,15862.9502,15673.9502,15686.9502,15686.9502,287500
24-06-2021,15737.29981,15821.40039,15702.7002,15790.4502,15790.4502,316700
25-06-2021,15839.34961,15870.79981,15772.29981,15860.34961,15860.34961,314600
28-06-2021,15915.34961,15915.65039,15792.15039,15814.7002,15814.7002,255100
29-06-2021,15807.5,15835.90039,15724.04981,15748.4502,15748.4502,360300
30-06-2021,15776.90039,15839.09961,15708.75,15721.5,15721.5,262400
01-07-2021,15755.04981,15755.54981,15667.04981,15680,15680,224900
02-07-2021,15705.84961,15738.34961,15635.9502,15722.2002,15722.2002,254800
05-07-2021,15793.40039,15845.9502,15762.04981,15834.34961,15834.34961,207000
06-07-2021,15813.75,15914.2002,15801,15818.25,15818.25,391400
07-07-2021,15819.59961,15893.54981,15779.7002,15879.65039,15879.65039,329300
08-07-2021,15855.40039,15885.75,15682.90039,15727.90039,15727.90039,307900
09-07-2021,15688.25,15730.84961,15632.75,15689.79981,15689.79981,243200
12-07-2021,15766.79981,15789.2002,15644.75,15692.59961,15692.59961,216300
13-07-2021,15794,15820.79981,15744.59961,15812.34961,15812.34961,246700
14-07-2021,15808.7002,15877.34961,15764.2002,15853.9502,15853.9502,0
15-07-2021,15872.15039,15952.34961,15855,15924.2002,15924.2002,284900
16-07-2021,15958.34961,15962.25,15882.59961,15923.40039,15923.40039,276300
19-07-2021,15754.5,15836.90039,15707.5,15752.40039,15752.40039,242100
20-07-2021,15703.9502,15728.4502,15578.54981,15632.09961,15632.09961,274300
22-07-2021,15736.59961,15834.79981,15726.40039,15824.04981,15824.04981,265300
23-07-2021,15856.79981,15899.79981,15768.40039,15856.04981,15856.04981,294100
26-07-2021,15849.29981,15893.34961,15797,15824.4502,15824.4502,267100
27-07-2021,15860.5,15881.54981,15701,15746.4502,15746.4502,311000
28-07-2021,15761.54981,15767.5,15513.4502,15709.40039,15709.40039,318600
29-07-2021,15762.7002,15817.34961,15737.79981,15778.4502,15778.4502,401600
30-07-2021,15800.59961,15862.79981,15744.84961,15763.04981,15763.04981,400000
02-08-2021,15874.90039,15892.90039,15834.65039,15885.15039,15885.15039,244800
03-08-2021,15951.54981,16146.90039,15914.34961,16130.75,16130.75,341300
04-08-2021,16195.25,16290.2002,16176.15039,16258.79981,16258.79981,427300
05-08-2021,16288.9502,16349.4502,16210.29981,16294.59961,16294.59961,418200
06-08-2021,16304.40039,16336.75,16223.29981,16238.2002,16238.2002,320100
09-08-2021,16281.34961,16320.75,16179.04981,16258.25,16258.25,240500
10-08-2021,16274.79981,16359.25,16202.25,16280.09961,16280.09961,288000
11-08-2021,16327.29981,16338.75,16162.54981,16282.25,16282.25,277900
12-08-2021,16303.65039,16375.5,16286.90039,16364.40039,16364.40039,280200
13-08-2021,16385.69922,16543.59961,16376.29981,16529.09961,16529.09961,321900
16-08-2021,16518.40039,16589.40039,16480.75,16563.05078,16563.05078,254000
17-08-2021,16545.25,16628.55078,16495.40039,16614.59961,16614.59961,297400
18-08-2021,16691.94922,16701.84961,16535.84961,16568.84961,16568.84961,251800
20-08-2021,16382.5,16509.55078,16376.04981,16450.5,16450.5,350800
23-08-2021,16592.25,16592.5,16395.69922,16496.44922,16496.44922,275600
24-08-2021,16561.40039,16647.09961,16495.30078,16624.59961,16624.59961,275400
25-08-2021,16654,16712.44922,16617.5,16634.65039,16634.65039,265900
26-08-2021,16627.94922,16683.69922,16603.40039,16636.90039,16636.90039,253500
27-08-2021,16642.55078,16722.05078,16565.59961,16705.19922,16705.19922,217400
30-08-2021,16775.84961,16951.5,16764.84961,16931.05078,16931.05078,283500
31-08-2021,16947.5,17153.5,16915.84961,17132.19922,17132.19922,464400
01-09-2021,17185.59961,17225.75,17055.05078,17076.25,17076.25,301900
02-09-2021,17095.40039,17245.5,17059.69922,17234.15039,17234.15039,242400
03-09-2021,17262.44922,17340.09961,17212.19922,17323.59961,17323.59961,261400
06-09-2021,17399.34961,17429.55078,17345.55078,17377.80078,17377.80078,228000
07-09-2021,17401.55078,17436.5,17287,17362.09961,17362.09961,243400
08-09-2021,17375.75,17383.40039,17254.19922,17353.5,17353.5,252700
09-09-2021,17312.84961,17379.65039,17302.69922,17369.25,17369.25,241500
13-09-2021,17363.55078,17378.34961,17269.15039,17355.30078,17355.30078,241100
14-09-2021,17420.34961,17438.55078,17367.05078,17380,17380,230400
15-09-2021,17387.65039,17532.69922,17386.90039,17519.44922,17519.44922,388200
16-09-2021,17539.19922,17644.59961,17510.44922,17629.5,17629.5,503300
17-09-2021,17709.65039,17792.94922,17537.65039,17585.15039,17585.15039,508300
20-09-2021,17443.84961,17622.75,17361.80078,17396.90039,17396.90039,339100
21-09-2021,17450.5,17578.34961,17326.09961,17562,17562,363600
22-09-2021,17580.90039,17610.44922,17524,17546.65039,17546.65039,295200
23-09-2021,17670.84961,17843.90039,17646.55078,17822.94922,17822.94922,320500
24-09-2021,17897.44922,17947.65039,17819.40039,17853.19922,17853.19922,360100
27-09-2021,17932.19922,17943.5,17802.90039,17855.09961,17855.09961,295700
28-09-2021,17906.44922,17912.84961,17576.09961,17748.59961,17748.59961,398000
29-09-2021,17657.94922,17781.75,17608.15039,17711.30078,17711.30078,562200
30-09-2021,17718.90039,17742.15039,17585.34961,17618.15039,17618.15039,378600
01-10-2021,17531.90039,17557.15039,17452.90039,17532.05078,17532.05078,305800
04-10-2021,17615.55078,17750.90039,17581.34961,17691.25,17691.25,295800
05-10-2021,17661.34961,17833.44922,17640.90039,17822.30078,17822.30078,427000
06-10-2021,17861.5,17884.59961,17613.15039,17646,17646,395800
07-10-2021,17810.55078,17857.55078,17763.80078,17790.34961,17790.34961,419900
08-10-2021,17886.84961,17941.84961,17840.34961,17895.19922,17895.19922,324100
11-10-2021,17867.55078,18041.94922,17839.09961,17945.94922,17945.94922,375800
12-10-2021,17915.80078,18008.65039,17864.94922,17991.94922,17991.94922,355600
13-10-2021,18097.84961,18197.80078,18050.75,18161.75,18161.75,506700
14-10-2021,18272.84961,18350.75,18248.69922,18338.55078,18338.55078,538700
18-10-2021,18500.09961,18543.15039,18445.30078,18477.05078,18477.05078,469900
19-10-2021,18602.34961,18604.44922,18377.69922,18418.75,18418.75,368200
20-10-2021,18439.90039,18458.30078,18209.34961,18266.59961,18266.59961,371300
21-10-2021,18382.69922,18384.19922,18048,18178.09961,18178.09961,365900
22-10-2021,18230.69922,18314.25,18034.34961,18114.90039,18114.90039,324700
25-10-2021,18229.5,18241.40039,17968.5,18125.40039,18125.40039,418700
26-10-2021,18154.5,18310.44922,18099.30078,18268.40039,18268.40039,341400
27-10-2021,18295.84961,18342.05078,18167.90039,18210.94922,18210.94922,335200
28-10-2021,18187.65039,18190.69922,17799.44922,17857.25,17857.25,374200
29-10-2021,17833.05078,17915.84961,17613.09961,17671.65039,17671.65039,336500
01-11-2021,17783.15039,17954.09961,17697.09961,17929.65039,17929.65039,281200
02-11-2021,17970.90039,18012.25,17847.59961,17888.94922,17888.94922,296400
03-11-2021,17947.94922,17988.75,17757.94922,17829.19922,17829.19922,331000
04-11-2021,17935.05078,17947.55078,17900.59961,17916.80078,17916.80078,48500
08-11-2021,18040.19922,18087.80078,17836.09961,18068.55078,18068.55078,338900
09-11-2021,18084.34961,18112.59961,17983.05078,18044.25,18044.25,270200
10-11-2021,17973.44922,18061.25,17915,18017.19922,18017.19922,261400
11-11-2021,17967.44922,17971.34961,17798.19922,17873.59961,17873.59961,232100
12-11-2021,17977.59961,18123,17905.90039,18102.75,18102.75,249100
15-11-2021,18140.94922,18210.15039,18071.30078,18109.44922,18109.44922,280400
16-11-2021,18127.05078,18132.65039,17958.80078,17999.19922,17999.19922,267400
17-11-2021,17939.34961,18022.65039,17879.25,17898.65039,17898.65039,295700
18-11-2021,17890.55078,17945.59961,17688.5,17764.80078,17764.80078,278400
22-11-2021,17796.25,17805.25,17280.44922,17416.55078,17416.55078,356400
23-11-2021,17281.75,17553.69922,17216.09961,17503.34961,17503.34961,308800
24-11-2021,17550.05078,17600.59961,17354,17415.05078,17415.05078,298100
25-11-2021,17417.30078,17564.34961,17351.69922,17536.25,17536.25,255900
26-11-2021,17338.75,17355.40039,16985.69922,17026.44922,17026.44922,356300
29-11-2021,17055.80078,17160.69922,16782.40039,17053.94922,17053.94922,348900
30-11-2021,17051.15039,17324.65039,16931.40039,16983.19922,16983.19922,498000
01-12-2021,17104.40039,17213.05078,17064.25,17166.90039,17166.90039,295500
02-12-2021,17183.19922,17420.34961,17149.30078,17401.65039,17401.65039,279900
03-12-2021,17424.90039,17489.80078,17180.80078,17196.69922,17196.69922,292500
06-12-2021,17209.05078,17216.75,16891.69922,16912.25,16912.25,231700
07-12-2021,17044.09961,17251.65039,16987.75,17176.69922,17176.69922,254100
08-12-2021,17315.25,17484.59961,17308.94922,17469.75,17469.75,257800
09-12-2021,17524.40039,17543.25,17379.59961,17516.84961,17516.84961,237200
10-12-2021,17476.05078,17534.34961,17405.25,17511.30078,17511.30078,204500
13-12-2021,17619.09961,17639.5,17355.94922,17368.25,17368.25,256600
14-12-2021,17283.19922,17376.19922,17225.80078,17324.90039,17324.90039,271000
15-12-2021,17323.65039,17351.19922,17192.19922,17221.40039,17221.40039,215000
16-12-2021,17373,17379.34961,17184.94922,17248.40039,17248.40039,219500
17-12-2021,17276,17298.15039,16966.44922,16985.19922,16985.19922,354600
20-12-2021,16824.25,16840.09961,16410.19922,16614.19922,16614.19922,330600
21-12-2021,16773.15039,16936.40039,16688.25,16770.84961,16770.84961,241000
22-12-2021,16865.55078,16971,16819.5,16955.44922,16955.44922,207900
23-12-2021,17066.80078,17118.65039,17015.55078,17072.59961,17072.59961,197000
24-12-2021,17149.5,17155.59961,16909.59961,17003.75,17003.75,182600
27-12-2021,16937.75,17112.05078,16833.19922,17086.25,17086.25,144800
28-12-2021,17177.59961,17250.25,17161.15039,17233.25,17233.25,176000
29-12-2021,17220.09961,17285.94922,17176.65039,17213.59961,17213.59961,161700
30-12-2021,17201.44922,17264.05078,17146.34961,17203.94922,17203.94922,320800
31-12-2021,17244.5,17400.80078,17238.5,17354.05078,17354.05078,167000
03-01-2022,17387.15039,17646.65039,17383.30078,17625.69922,17625.69922,200500
04-01-2022,17681.40039,17827.59961,17593.55078,17805.25,17805.25,247400
05-01-2022,17820.09961,17944.69922,17748.84961,17925.25,17925.25,251500
06-01-2022,17768.5,17797.94922,17655.55078,17745.90039,17745.90039,236500
07-01-2022,17797.59961,17905,17704.55078,17812.69922,17812.69922,239300
10-01-2022,17913.30078,18017.44922,17879.15039,18003.30078,18003.30078,232400
11-01-2022,17997.75,18081.25,17964.40039,18055.75,18055.75,220200
12-01-2022,18170.40039,18227.94922,18128.80078,18212.34961,18212.34961,245000
13-01-2022,18257,18272.25,18163.80078,18257.80078,18257.80078,303700
14-01-2022,18185,18286.94922,18119.65039,18255.75,18255.75,229500
17-01-2022,18235.65039,18321.55078,18228.75,18308.09961,18308.09961,266700
18-01-2022,18337.19922,18350.94922,18085.90039,18113.05078,18113.05078,227500
19-01-2022,18129.19922,18129.19922,17884.90039,17938.40039,17938.40039,276700
20-01-2022,17921,17943.69922,17648.44922,17757,17757,258100
21-01-2022,17613.69922,17707.59961,17485.84961,17617.15039,17617.15039,277600
24-01-2022,17575.15039,17599.40039,16997.84961,17149.09961,17149.09961,323800
25-01-2022,17001.55078,17309.15039,16836.80078,17277.94922,17277.94922,326500
27-01-2022,17062,17182.5,16866.75,17110.15039,17110.15039,395600
28-01-2022,17208.30078,17373.5,17077.09961,17101.94922,17101.94922,355300
31-01-2022,17301.05078,17410,17264.15039,17339.84961,17339.84961,321700
01-02-2022,17529.44922,17622.40039,17244.55078,17576.84961,17576.84961,386400
02-02-2022,17706.19922,17794.59961,17674.80078,17780,17780,271200
03-02-2022,17767.75,17781.15039,17511.15039,17560.19922,17560.19922,226600
04-02-2022,17590.19922,17617.80078,17462.55078,17516.30078,17516.30078,261400
07-02-2022,17456.30078,17536.75,17119.40039,17213.59961,17213.59961,265000
08-02-2022,17279.84961,17306.44922,17043.65039,17266.75,17266.75,268500
09-02-2022,17370.09961,17477.15039,17339,17463.80078,17463.80078,236400
10-02-2022,17554.09961,17639.44922,17427.15039,17605.84961,17605.84961,273600
11-02-2022,17451,17454.75,17303,17374.75,17374.75,253100
14-02-2022,17076.15039,17099.5,16809.65039,16842.80078,16842.80078,305500
15-02-2022,16933.25,17375,16839.25,17352.44922,17352.44922,298700
16-02-2022,17408.44922,17490.59961,17257.69922,17322.19922,17322.19922,244500
17-02-2022,17396.55078,17442.90039,17235.84961,17304.59961,17304.59961,232100
18-02-2022,17236.05078,17380.80078,17219.19922,17276.30078,17276.30078,189600
21-02-2022,17192.25,17351.05078,17070.69922,17206.65039,17206.65039,215200
22-02-2022,16847.94922,17148.55078,16843.80078,17092.19922,17092.19922,300100
23-02-2022,17194.5,17220.69922,17027.84961,17063.25,17063.25,200200
24-02-2022,16548.90039,16705.25,16203.25,16247.9502,16247.9502,458000
25-02-2022,16515.65039,16748.80078,16478.30078,16658.40039,16658.40039,329800
28-02-2022,16481.59961,16815.90039,16356.29981,16793.90039,16793.90039,404200
02-03-2022,16593.09961,16678.5,16478.65039,16605.94922,16605.94922,517700
03-03-2022,16723.19922,16768.94922,16442.94922,16498.05078,16498.05078,442100
